line_number,target_node,skipFirst,priority,incoming_scoreEnd
6171,68921,0,0,74
6172,68923,1,1,76
6173,68923,0,1,75
6175,68919,1,3,78
6176,68919,0,1,73
6177,68921,1,2,77
6178,68921,0,0,74
6179,68921,0,1,74
6181,68919,1,3,78
6182,68919,0,1,73
6183,68921,1,2,77
6184,68921,0,0,74
6185,68921,0,1,74
6187,68919,1,3,78
6188,68919,0,1,73
6189,68919,0,0,73
6191,68919,1,3,78
6192,68919,0,1,73
6193,68919,0,0,73
6195,68915,0,1,52
6196,68916,0,1,52
6198,68915,0,1,52
6199,68916,0,1,52
6201,68913,0,1,51
6202,68915,0,1,52
6204,68913,0,1,51
6205,68915,0,1,52
6207,68913,0,1,51
6208,68913,0,2,51
6210,68913,0,1,51
6211,68913,0,2,51
6213,68909,0,1,38
6214,68911,0,1,38
6216,68909,0,1,38
6217,68911,0,1,38
6219,68906,0,2,37
6220,68909,0,1,38
6222,68906,0,2,37
6223,68909,0,1,38
6225,68906,0,2,37
6226,68906,0,1,37
6228,68906,0,2,37
6229,68906,0,1,37
6247,68906,1,0,100
6249,68907,0,0,37
6251,68907,0,0,37
6253,68899,0,0,28
6254,68903,0,0,28
6256,68899,0,0,28
6257,68903,0,0,28
6259,68899,0,0,28
6260,68899,0,1,27
6262,68899,0,0,28
6263,68899,0,1,27
6273,68899,1,0,90
6275,68900,0,0,28
6277,68900,0,0,28
6285,68900,1,0,91
6287,68901,0,0,28
6289,68901,0,0,28
6291,68893,0,2,14
6292,68895,0,2,14
6294,68893,0,2,14
6295,68895,0,2,14
6297,68890,0,3,15
6298,68893,0,2,14
6300,68890,0,3,15
6301,68893,0,2,14
6303,68890,0,3,15
6304,68890,0,3,15
6306,68890,0,3,15
6307,68890,0,3,15
6318,68890,1,4,80
6319,68893,1,3,79
6320,68895,1,3,79
6321,68901,1,0,91
6323,68890,1,4,80
6324,68893,1,3,79
6325,68893,0,0,74
6326,68895,1,3,79
6327,68895,0,0,74
6329,68890,1,4,80
6330,68893,1,3,79
6331,68893,0,0,74
6332,68895,1,3,79
6333,68895,0,0,74
6335,68890,1,4,80
6336,68890,0,1,73
6337,68893,1,3,79
6338,68893,0,0,74
6340,68890,1,4,80
6341,68890,0,1,73
6342,68893,1,3,79
6343,68893,0,0,74
6345,68890,1,4,80
6346,68890,0,1,73
6347,68890,0,0,73
6349,68890,1,4,80
6350,68890,0,1,73
6351,68890,0,0,73
6353,68891,0,3,15
6355,68891,0,3,15
6366,68890,1,0,136
6368,68891,0,0,73
6370,68891,0,0,73
6372,68885,0,0,60
6373,68887,0,0,60
6375,68885,0,0,60
6376,68887,0,0,60
6378,68882,0,1,59
6379,68885,0,0,60
6381,68882,0,1,59
6382,68885,0,0,60
6384,68882,0,1,59
6385,68882,0,0,59
6387,68882,0,1,59
6388,68882,0,0,59
6399,68882,1,0,122
6401,68883,0,0,59
6403,68883,0,0,59
6405,68877,0,0,38
6406,68879,0,0,38
6408,68877,0,0,38
6409,68879,0,0,38
6411,68875,0,1,37
6412,68877,0,0,38
6414,68875,0,1,37
6415,68877,0,0,38
6417,68875,0,1,37
6418,68875,0,0,37
6420,68875,0,1,37
6421,68875,0,0,37
6423,68871,0,0,32
6424,68873,0,0,32
6426,68871,0,0,32
6427,68873,0,0,32
6429,68865,0,1,31
6430,68871,0,0,32
6432,68865,0,1,31
6433,68871,0,0,32
6435,68865,0,1,31
6436,68865,0,0,31
6438,68865,0,1,31
6439,68865,0,0,31
6453,68865,1,0,94
6455,68866,0,0,31
6457,68866,0,0,31
6465,68866,1,0,94
6467,68867,0,1,31
6469,68867,0,1,31
6477,68867,1,0,94
6479,68868,0,0,31
6481,68868,0,0,31
6489,68868,1,0,94
6491,68869,0,1,33
6493,68869,0,1,33
6495,68857,0,1,21
6496,68859,0,1,21
6498,68857,0,1,21
6499,68859,0,1,21
6501,68853,0,2,20
6502,68857,0,1,21
6504,68853,0,2,20
6505,68857,0,1,21
6507,68853,0,2,20
6508,68853,0,1,20
6510,68853,0,2,20
6511,68853,0,1,20
6522,68853,1,0,83
6523,68857,1,5,84
6524,68859,1,5,84
6525,68869,1,6,96
6527,68853,1,0,83
6528,68857,1,5,84
6529,68857,0,7,85
6530,68859,1,5,84
6531,68859,0,7,85
6533,68853,1,0,83
6534,68857,1,5,84
6535,68857,0,7,85
6536,68859,1,5,84
6537,68859,0,7,85
6539,68853,1,0,83
6540,68853,0,6,84
6541,68857,1,5,84
6542,68857,0,7,85
6544,68853,1,0,83
6545,68853,0,6,84
6546,68857,1,5,84
6547,68857,0,7,85
6549,68853,1,0,83
6550,68853,0,6,84
6551,68853,0,6,84
6553,68853,1,0,83
6554,68853,0,6,84
6555,68853,0,6,84
6557,68854,0,0,20
6559,68854,0,0,20
6570,68853,1,5,147
6572,68854,0,6,84
6574,68854,0,6,84
6576,68855,0,0,20
6578,68855,0,0,20
6587,68854,1,5,147
6589,68855,0,6,84
6591,68855,0,6,84
6593,68847,0,0,41
6594,68848,0,0,41
6596,68847,0,0,41
6597,68848,0,0,41
6599,68843,0,1,40
6600,68847,0,0,41
6602,68843,0,1,40
6603,68847,0,0,41
6605,68843,0,1,40
6606,68843,0,0,40
6608,68843,0,1,40
6609,68843,0,0,40
6620,68843,1,0,103
6622,68844,0,0,40
6624,68844,0,0,40
6632,68844,1,0,103
6634,68845,0,0,40
6636,68845,0,0,40
6644,68845,1,0,103
6646,68837,0,0,45
6647,68839,0,0,45
6649,68837,0,0,45
6650,68839,0,0,45
6652,68835,0,0,44
6653,68837,0,0,45
6655,68835,0,0,44
6656,68837,0,0,45
6658,68835,0,0,44
6659,68835,0,1,44
6661,68835,0,0,44
6662,68835,0,1,44
6664,68831,0,0,16
6665,68833,0,0,16
6667,68831,0,0,16
6668,68833,0,0,16
6670,68828,0,0,15
6671,68831,0,0,16
6673,68828,0,0,15
6674,68831,0,0,16
6676,68828,0,0,15
6677,68828,0,1,16
6679,68828,0,0,15
6680,68828,0,1,16
6693,68828,1,1,80
6694,68831,1,1,80
6695,68833,1,0,79
6696,68835,1,1,107
6698,68828,1,1,80
6699,68831,1,1,80
6700,68831,0,2,80
6701,68833,1,0,79
6702,68833,0,2,80
6704,68828,1,1,80
6705,68831,1,1,80
6706,68831,0,2,80
6707,68833,1,0,79
6708,68833,0,2,80
6710,68828,1,1,80
6711,68828,0,1,79
6712,68831,1,1,80
6713,68831,0,2,80
6715,68828,1,1,80
6716,68828,0,1,79
6717,68831,1,1,80
6718,68831,0,2,80
6720,68828,1,1,80
6721,68828,0,1,79
6722,68828,0,2,79
6724,68828,1,1,80
6725,68828,0,1,79
6726,68828,0,2,79
6728,68829,0,0,15
6730,68829,0,0,15
6741,68828,1,0,142
6743,68829,0,1,79
6745,68829,0,1,79
6747,68823,0,0,30
6748,68825,0,0,30
6750,68823,0,0,30
6751,68825,0,0,30
6753,68816,0,0,29
6754,68823,0,0,30
6756,68816,0,0,29
6757,68823,0,0,30
6759,68816,0,0,29
6760,68816,0,1,29
6762,68816,0,0,29
6763,68816,0,1,29
6774,68816,1,0,92
6776,68817,0,0,29
6778,68817,0,0,29
6786,68817,1,0,92
6788,68818,0,0,29
6790,68818,0,0,29
6798,68818,1,0,92
6800,68819,0,0,29
6802,68819,0,0,29
6810,68819,1,0,92
6812,68820,0,0,29
6814,68820,0,0,29
6822,68820,1,0,92
6824,68821,0,0,29
6826,68821,0,0,29
6834,68821,1,0,92
6836,68807,0,1,57
6837,68808,0,1,57
6839,68807,0,1,57
6840,68808,0,1,57
6842,68803,0,1,56
6843,68807,0,1,57
6845,68803,0,1,56
6846,68807,0,1,57
6848,68803,0,1,56
6849,68803,0,1,56
6851,68803,0,1,56
6852,68803,0,1,56
6862,68803,1,0,119
6864,68804,0,1,56
6866,68804,0,1,56
6874,68804,1,0,119
6876,68805,0,0,56
6878,68805,0,0,56
6880,68778,0,0,50
6881,68785,0,0,50
6882,68787,0,0,50
6883,68789,0,0,50
6884,68791,0,0,50
6885,68793,0,0,50
6886,68795,0,0,50
6887,68797,0,0,50
6888,68799,0,0,50
6890,68778,0,0,50
6891,68785,0,0,50
6892,68787,0,0,50
6893,68789,0,0,50
6894,68791,0,0,50
6895,68793,0,0,50
6896,68795,0,0,50
6897,68797,0,0,50
6898,68799,0,0,50
6900,68778,0,0,50
6901,68785,0,0,50
6902,68787,0,0,50
6903,68789,0,0,50
6904,68791,0,0,50
6905,68793,0,0,50
6906,68795,0,0,50
6907,68797,0,0,50
6908,68797,0,0,49
6910,68778,0,0,50
6911,68785,0,0,50
6912,68787,0,0,50
6913,68789,0,0,50
6914,68791,0,0,50
6915,68793,0,0,50
6916,68795,0,0,50
6917,68797,0,0,50
6918,68797,0,0,49
6920,68778,0,0,50
6921,68785,0,0,50
6922,68787,0,0,50
6923,68789,0,0,50
6924,68791,0,0,50
6925,68793,0,0,50
6926,68795,0,0,50
6927,68795,0,0,48
6929,68778,0,0,50
6930,68785,0,0,50
6931,68787,0,0,50
6932,68789,0,0,50
6933,68791,0,0,50
6934,68793,0,0,50
6935,68795,0,0,50
6936,68795,0,0,48
6938,68778,0,0,50
6939,68785,0,0,50
6940,68787,0,0,50
6941,68789,0,0,50
6942,68791,0,0,50
6943,68793,0,0,50
6944,68793,0,0,47
6946,68778,0,0,50
6947,68785,0,0,50
6948,68787,0,0,50
6949,68789,0,0,50
6950,68791,0,0,50
6951,68793,0,0,50
6952,68793,0,0,47
6954,68778,0,0,50
6955,68785,0,0,50
6956,68787,0,0,50
6957,68789,0,0,50
6958,68791,0,0,50
6959,68791,0,0,46
6961,68778,0,0,50
6962,68785,0,0,50
6963,68787,0,0,50
6964,68789,0,0,50
6965,68791,0,0,50
6966,68791,0,0,46
6968,68778,0,0,50
6969,68785,0,0,50
6970,68787,0,0,50
6971,68789,0,0,50
6972,68789,0,0,45
6974,68778,0,0,50
6975,68785,0,0,50
6976,68787,0,0,50
6977,68789,0,0,50
6978,68789,0,0,45
6980,68778,0,0,50
6981,68785,0,0,50
6982,68787,0,0,50
6983,68787,0,0,44
6985,68778,0,0,50
6986,68785,0,0,50
6987,68787,0,0,50
6988,68787,0,0,44
6990,68778,0,0,50
6991,68785,0,0,50
6992,68785,0,0,43
6994,68778,0,0,50
6995,68785,0,0,50
6996,68785,0,0,43
6998,68778,0,0,50
6999,68778,0,0,42
7001,68778,0,0,50
7002,68778,0,0,42
7019,68778,1,0,105
7021,68779,0,0,47
7023,68779,0,0,47
7031,68779,1,0,110
7033,68780,0,0,47
7035,68780,0,0,47
7043,68780,1,0,110
7045,68781,0,0,47
7047,68781,0,0,47
7055,68781,1,0,110
7057,68782,0,0,47
7059,68782,0,0,47
7067,68782,1,0,110
7069,68783,0,0,47
7071,68783,0,0,47
7073,68769,0,0,27
7074,68771,0,0,27
7076,68769,0,0,27
7077,68771,0,0,27
7079,68765,0,1,26
7080,68769,0,0,27
7082,68765,0,1,26
7083,68769,0,0,27
7085,68765,0,1,26
7086,68765,0,0,26
7088,68765,0,1,26
7089,68765,0,0,26
7100,68765,1,0,89
7101,68769,1,8,90
7102,68771,1,8,90
7103,68783,1,9,110
7105,68765,1,0,89
7106,68769,1,8,90
7107,68769,0,10,91
7108,68771,1,8,90
7109,68771,0,10,91
7111,68765,1,0,89
7112,68769,1,8,90
7113,68769,0,10,91
7114,68771,1,8,90
7115,68771,0,10,91
7117,68765,1,0,89
7118,68765,0,9,90
7119,68769,1,8,90
7120,68769,0,10,91
7122,68765,1,0,89
7123,68765,0,9,90
7124,68769,1,8,90
7125,68769,0,10,91
7127,68765,1,0,89
7128,68765,0,9,90
7129,68765,0,9,90
7131,68765,1,0,89
7132,68765,0,9,90
7133,68765,0,9,90
7135,68766,0,0,26
7137,68766,0,0,26
7148,68765,1,8,153
7150,68766,0,9,90
7152,68766,0,9,90
7154,68767,0,0,26
7156,68767,0,0,26
7165,68766,1,8,153
7167,68767,0,9,90
7169,68767,0,9,90
7171,68759,0,0,50
7172,68761,0,0,50
7174,68759,0,0,50
7175,68761,0,0,50
7177,68757,0,0,49
7178,68759,0,0,50
7180,68757,0,0,49
7181,68759,0,0,50
7183,68757,0,0,49
7184,68757,0,1,49
7186,68757,0,0,49
7187,68757,0,1,49
7189,68753,0,0,18
7190,68755,0,0,18
7192,68753,0,0,18
7193,68755,0,0,18
7195,68749,0,1,19
7196,68753,0,0,18
7198,68749,0,1,19
7199,68753,0,0,18
7201,68749,0,1,19
7202,68749,0,1,19
7204,68749,0,1,19
7205,68749,0,1,19
7219,68749,1,2,84
7220,68753,1,1,83
7221,68755,1,1,83
7222,68757,1,0,112
7224,68749,1,2,84
7225,68753,1,1,83
7226,68753,0,1,82
7227,68755,1,1,83
7228,68755,0,1,82
7230,68749,1,2,84
7231,68753,1,1,83
7232,68753,0,1,82
7233,68755,1,1,83
7234,68755,0,1,82
7236,68749,1,2,84
7237,68749,0,0,81
7238,68753,1,1,83
7239,68753,0,1,82
7241,68749,1,2,84
7242,68749,0,0,81
7243,68753,1,1,83
7244,68753,0,1,82
7246,68749,1,2,84
7247,68749,0,0,81
7248,68749,0,1,81
7250,68749,1,2,84
7251,68749,0,0,81
7252,68749,0,1,81
7254,68750,0,1,19
7256,68750,0,1,19
7267,68749,1,0,144
7269,68750,0,0,81
7271,68750,0,0,81
7273,68751,0,1,19
7275,68751,0,1,19
7284,68750,1,0,144
7286,68751,0,0,81
7288,68751,0,0,81
7290,68743,0,0,49
7291,68745,0,0,49
7293,68743,0,0,49
7294,68745,0,0,49
7296,68741,0,1,48
7297,68743,0,0,49
7299,68741,0,1,48
7300,68743,0,0,49
7302,68741,0,1,48
7303,68741,0,0,48
7305,68741,0,1,48
7306,68741,0,0,48
7317,68741,1,0,111
7319,68736,0,1,56
7320,68739,0,1,56
7322,68736,0,1,56
7323,68739,0,1,56
7325,68736,0,1,56
7326,68736,0,1,50
7328,68736,0,1,56
7329,68736,0,1,50
7338,68736,1,0,113
7340,68737,0,0,50
7342,68737,0,0,50
7344,68731,0,0,44
7345,68732,0,0,44
7347,68731,0,0,44
7348,68732,0,0,44
7350,68729,0,1,43
7351,68731,0,0,44
7353,68729,0,1,43
7354,68731,0,0,44
7356,68729,0,1,43
7357,68729,0,0,43
7359,68729,0,1,43
7360,68729,0,0,43
7362,68725,0,0,20
7363,68727,0,0,20
7365,68725,0,0,20
7366,68727,0,0,20
7368,68723,0,1,20
7369,68725,0,0,20
7371,68723,0,1,20
7372,68725,0,0,20
7374,68723,0,1,20
7375,68723,0,0,19
7377,68723,0,1,20
7378,68723,0,0,19
7392,68723,1,1,84
7393,68725,1,0,83
7394,68727,1,1,84
7395,68729,1,1,106
7397,68723,1,1,84
7398,68725,1,0,83
7399,68725,0,2,84
7400,68727,1,1,84
7401,68727,0,2,84
7403,68723,1,1,84
7404,68725,1,0,83
7405,68725,0,2,84
7406,68727,1,1,84
7407,68727,0,2,84
7409,68723,1,1,84
7410,68723,0,2,83
7411,68725,1,0,83
7412,68725,0,2,84
7414,68723,1,1,84
7415,68723,0,2,83
7416,68725,1,0,83
7417,68725,0,2,84
7419,68723,1,1,84
7420,68723,0,2,83
7421,68723,0,1,83
7423,68723,1,1,84
7424,68723,0,2,83
7425,68723,0,1,83
7427,68719,0,0,21
7428,68720,0,0,21
7430,68719,0,0,21
7431,68720,0,0,21
7433,68717,0,1,21
7434,68719,0,0,21
7436,68717,0,1,21
7437,68719,0,0,21
7439,68717,0,1,21
7440,68717,0,0,20
7442,68717,0,1,21
7443,68717,0,0,20
7456,68717,1,0,83
7457,68719,1,1,84
7458,68720,1,2,85
7459,68723,1,2,146
7461,68717,1,0,83
7462,68719,1,1,84
7463,68719,0,3,85
7464,68720,1,2,85
7465,68720,0,3,85
7467,68717,1,0,83
7468,68719,1,1,84
7469,68719,0,3,85
7470,68720,1,2,85
7471,68720,0,3,85
7473,68717,1,0,83
7474,68717,0,2,84
7475,68719,1,1,84
7476,68719,0,3,85
7478,68717,1,0,83
7479,68717,0,2,84
7480,68719,1,1,84
7481,68719,0,3,85
7483,68717,1,0,83
7484,68717,0,2,84
7485,68717,0,2,84
7487,68717,1,0,83
7488,68717,0,2,84
7489,68717,0,2,84
7491,68701,0,0,64
7492,68705,0,0,64
7493,68707,0,0,64
7494,68709,0,0,64
7495,68711,0,0,64
7496,68713,0,0,64
7497,68715,0,0,64
7499,68701,0,0,64
7500,68705,0,0,64
7501,68707,0,0,64
7502,68709,0,0,64
7503,68711,0,0,64
7504,68713,0,0,64
7505,68715,0,0,64
7507,68701,0,0,64
7508,68705,0,0,64
7509,68707,0,0,64
7510,68709,0,0,64
7511,68711,0,0,64
7512,68713,0,0,64
7513,68713,0,0,61
7515,68701,0,0,64
7516,68705,0,0,64
7517,68707,0,0,64
7518,68709,0,0,64
7519,68711,0,0,64
7520,68713,0,0,64
7521,68713,0,0,61
7523,68701,0,0,64
7524,68705,0,0,64
7525,68707,0,0,64
7526,68709,0,0,64
7527,68711,0,0,64
7528,68711,0,0,58
7530,68701,0,0,64
7531,68705,0,0,64
7532,68707,0,0,64
7533,68709,0,0,64
7534,68711,0,0,64
7535,68711,0,0,58
7537,68701,0,0,64
7538,68705,0,0,64
7539,68707,0,0,64
7540,68709,0,0,64
7541,68709,0,0,55
7543,68701,0,0,64
7544,68705,0,0,64
7545,68707,0,0,64
7546,68709,0,0,64
7547,68709,0,0,55
7549,68701,0,0,64
7550,68705,0,0,64
7551,68707,0,0,64
7552,68707,0,0,52
7554,68701,0,0,64
7555,68705,0,0,64
7556,68707,0,0,64
7557,68707,0,0,52
7559,68701,0,0,64
7560,68705,0,0,64
7561,68705,0,0,49
7563,68701,0,0,64
7564,68705,0,0,64
7565,68705,0,0,49
7567,68701,0,0,64
7568,68701,0,0,46
7570,68701,0,0,64
7571,68701,0,0,46
7588,68701,1,0,109
7590,68702,0,0,60
7592,68702,0,0,60
7600,68702,1,0,123
7602,68703,0,0,60
7604,68703,0,0,60
7612,68703,1,0,123
7614,68695,0,0,69
7615,68697,0,0,69
7617,68695,0,0,69
7618,68697,0,0,69
7620,68691,0,1,68
7621,68695,0,0,69
7623,68691,0,1,68
7624,68695,0,0,69
7626,68691,0,1,68
7627,68691,0,0,68
7629,68691,0,1,68
7630,68691,0,0,68
7640,68691,1,0,131
7642,68692,0,0,68
7644,68692,0,0,68
7652,68692,1,0,131
7654,68693,0,0,68
7656,68693,0,0,68
7664,68693,1,0,131
7666,68685,0,0,69
7667,68687,0,0,69
7669,68685,0,0,69
7670,68687,0,0,69
7672,68682,0,1,68
7673,68685,0,0,69
7675,68682,0,1,68
7676,68685,0,0,69
7678,68682,0,1,68
7679,68682,0,0,68
7681,68682,0,1,68
7682,68682,0,0,68
7692,68682,1,0,131
7694,68683,0,0,68
7696,68683,0,0,68
7698,68677,0,0,31
7699,68679,0,0,31
7701,68677,0,0,31
7702,68679,0,0,31
7704,68673,0,0,30
7705,68677,0,0,31
7707,68673,0,0,30
7708,68677,0,0,31
7710,68673,0,0,30
7711,68673,0,1,30
7713,68673,0,0,30
7714,68673,0,1,30
7725,68673,1,0,93
7726,68677,1,10,94
7727,68679,1,10,94
7729,68673,1,0,93
7730,68673,0,11,94
7731,68677,1,10,94
7733,68673,1,0,93
7734,68673,0,11,94
7735,68677,1,10,94
7737,68673,1,0,93
7738,68673,0,11,94
7739,68673,0,11,94
7741,68673,1,0,93
7742,68673,0,11,94
7743,68673,0,11,94
7745,68674,0,0,30
7747,68674,0,0,30
7757,68673,1,10,157
7758,68674,1,0,93
7760,68674,1,0,93
7761,68674,0,11,94
7763,68674,1,0,93
7764,68674,0,11,94
7766,68675,0,0,30
7768,68675,0,0,30
7777,68674,1,10,157
7778,68675,1,0,93
7780,68675,1,0,93
7781,68675,0,11,94
7783,68675,1,0,93
7784,68675,0,11,94
7786,68667,0,0,54
7787,68668,0,0,54
7789,68667,0,0,54
7790,68668,0,0,54
7792,68664,0,0,53
7793,68667,0,0,54
7795,68664,0,0,53
7796,68667,0,0,54
7798,68664,0,0,53
7799,68664,0,1,53
7801,68664,0,0,53
7802,68664,0,1,53
7813,68664,1,0,116
7815,68665,0,0,53
7817,68665,0,0,53
7819,68659,0,0,38
7820,68660,0,0,38
7822,68659,0,0,38
7823,68660,0,0,38
7825,68656,0,1,37
7826,68659,0,0,38
7828,68656,0,1,37
7829,68659,0,0,38
7831,68656,0,1,37
7832,68656,0,0,37
7834,68656,0,1,37
7835,68656,0,0,37
7846,68656,1,0,100
7848,68657,0,0,37
7850,68657,0,0,37
7858,68657,1,0,100
7860,68651,0,0,71
7861,68653,0,0,71
7863,68651,0,0,71
7864,68653,0,0,71
7866,68649,0,1,70
7867,68651,0,0,71
7869,68649,0,1,70
7870,68651,0,0,71
7872,68649,0,1,70
7873,68649,0,0,70
7875,68649,0,1,70
7876,68649,0,0,70
7878,68645,0,0,25
7879,68647,0,0,25
7881,68645,0,0,25
7882,68647,0,0,25
7884,68643,0,1,24
7885,68645,0,0,25
7887,68643,0,1,24
7888,68645,0,0,25
7890,68643,0,1,24
7891,68643,0,0,24
7893,68643,0,1,24
7894,68643,0,0,24
7907,68643,1,0,87
7908,68645,1,3,88
7909,68647,1,3,88
7910,68649,1,4,133
7912,68643,1,0,87
7913,68645,1,3,88
7914,68645,0,5,89
7915,68647,1,3,88
7916,68647,0,5,89
7918,68643,1,0,87
7919,68645,1,3,88
7920,68645,0,5,89
7921,68647,1,3,88
7922,68647,0,5,89
7924,68643,1,0,87
7925,68643,0,4,88
7926,68645,1,3,88
7927,68645,0,5,89
7929,68643,1,0,87
7930,68643,0,4,88
7931,68645,1,3,88
7932,68645,0,5,89
7934,68643,1,0,87
7935,68643,0,4,88
7936,68643,0,4,88
7938,68643,1,0,87
7939,68643,0,4,88
7940,68643,0,4,88
7942,68639,0,0,60
7943,68641,0,0,60
7945,68639,0,0,60
7946,68641,0,0,60
7948,68637,0,1,59
7949,68639,0,0,60
7951,68637,0,1,59
7952,68639,0,0,60
7954,68637,0,1,59
7955,68637,0,0,59
7957,68637,0,1,59
7958,68637,0,0,59
7960,68623,0,0,44
7961,68635,0,0,44
7963,68623,0,0,44
7964,68635,0,0,44
7966,68623,0,0,44
7967,68623,0,0,43
7968,68633,0,0,43
7970,68623,0,0,44
7971,68623,0,0,43
7972,68633,0,0,43
7974,68623,0,0,44
7975,68623,0,0,43
7976,68623,0,1,42
7977,68631,0,1,42
7979,68623,0,0,44
7980,68623,0,0,43
7981,68623,0,1,42
7982,68631,0,1,42
7984,68623,0,0,44
7985,68623,0,0,43
7986,68623,0,1,42
7987,68623,0,2,41
7988,68629,0,2,41
7990,68623,0,0,44
7991,68623,0,0,43
7992,68623,0,1,42
7993,68623,0,2,41
7994,68629,0,2,41
7996,68623,0,0,44
7997,68623,0,0,43
7998,68623,0,1,42
7999,68623,0,2,41
8000,68623,0,3,40
8001,68627,0,3,40
8003,68623,0,0,44
8004,68623,0,0,43
8005,68623,0,1,42
8006,68623,0,2,41
8007,68623,0,3,40
8008,68627,0,3,40
8010,68623,0,0,44
8011,68623,0,0,43
8012,68623,0,1,42
8013,68623,0,2,41
8014,68623,0,3,40
8015,68623,0,4,39
8017,68623,0,0,44
8018,68623,0,0,43
8019,68623,0,1,42
8020,68623,0,2,41
8021,68623,0,3,40
8022,68623,0,4,39
8041,68623,1,0,102
8043,68624,0,0,43
8045,68624,0,0,43
8053,68624,1,0,106
8055,68625,0,0,43
8057,68625,0,0,43
8059,68617,0,0,25
8060,68619,0,0,25
8062,68617,0,0,25
8063,68619,0,0,25
8065,68615,0,1,24
8066,68617,0,0,25
8068,68615,0,1,24
8069,68617,0,0,25
8071,68615,0,1,24
8072,68615,0,0,24
8074,68615,0,1,24
8075,68615,0,0,24
8086,68615,1,0,87
8087,68617,1,3,88
8088,68619,1,3,88
8089,68625,1,4,106
8091,68615,1,0,87
8092,68617,1,3,88
8093,68617,0,5,89
8094,68619,1,3,88
8095,68619,0,5,89
8097,68615,1,0,87
8098,68617,1,3,88
8099,68617,0,5,89
8100,68619,1,3,88
8101,68619,0,5,89
8103,68615,1,0,87
8104,68615,0,4,88
8105,68617,1,3,88
8106,68617,0,5,89
8108,68615,1,0,87
8109,68615,0,4,88
8110,68617,1,3,88
8111,68617,0,5,89
8113,68615,1,0,87
8114,68615,0,4,88
8115,68615,0,4,88
8117,68615,1,0,87
8118,68615,0,4,88
8119,68615,0,4,88
8121,68611,0,0,74
8122,68612,0,0,74
8124,68611,0,0,74
8125,68612,0,0,74
8127,68607,0,1,73
8128,68611,0,0,74
8130,68607,0,1,73
8131,68611,0,0,74
8133,68607,0,1,73
8134,68607,0,0,73
8136,68607,0,1,73
8137,68607,0,0,73
8150,68607,1,0,136
8152,68608,0,0,73
8154,68608,0,0,73
8162,68608,1,0,136
8164,68609,0,0,73
8166,68609,0,0,73
8168,68601,0,0,71
8169,68603,0,0,71
8171,68601,0,0,71
8172,68603,0,0,71
8174,68599,0,0,70
8175,68601,0,0,71
8177,68599,0,0,70
8178,68601,0,0,71
8180,68599,0,0,70
8181,68599,0,1,70
8183,68599,0,0,70
8184,68599,0,1,70
8186,68595,0,0,27
8187,68597,0,0,27
8189,68595,0,0,27
8190,68597,0,0,27
8192,68592,0,1,26
8193,68595,0,0,27
8195,68592,0,1,26
8196,68595,0,0,27
8198,68592,0,1,26
8199,68592,0,0,26
8201,68592,0,1,26
8202,68592,0,0,26
8216,68592,1,0,89
8217,68595,1,5,90
8218,68597,1,5,90
8219,68599,1,6,133
8221,68592,1,0,89
8222,68595,1,5,90
8223,68595,0,7,91
8224,68597,1,5,90
8225,68597,0,7,91
8227,68592,1,0,89
8228,68595,1,5,90
8229,68595,0,7,91
8230,68597,1,5,90
8231,68597,0,7,91
8233,68592,1,0,89
8234,68592,0,6,90
8235,68595,1,5,90
8236,68595,0,7,91
8238,68592,1,0,89
8239,68592,0,6,90
8240,68595,1,5,90
8241,68595,0,7,91
8243,68592,1,0,89
8244,68592,0,6,90
8245,68592,0,6,90
8247,68592,1,0,89
8248,68592,0,6,90
8249,68592,0,6,90
8251,68593,0,0,26
8253,68593,0,0,26
8264,68592,1,5,153
8266,68593,0,6,90
8268,68593,0,6,90
8270,68587,0,0,54
8271,68589,0,0,54
8273,68587,0,0,54
8274,68589,0,0,54
8276,68583,0,1,53
8277,68587,0,0,54
8279,68583,0,1,53
8280,68587,0,0,54
8282,68583,0,1,53
8283,68583,0,0,53
8285,68583,0,1,53
8286,68583,0,0,53
8297,68583,1,0,116
8299,68584,0,0,53
8301,68584,0,0,53
8309,68584,1,0,116
8311,68585,0,0,53
8313,68585,0,0,53
8315,68577,0,0,41
8316,68579,0,0,41
8318,68577,0,0,41
8319,68579,0,0,41
8321,68575,0,1,40
8322,68577,0,0,41
8324,68575,0,1,40
8325,68577,0,0,41
8327,68575,0,1,40
8328,68575,0,0,40
8330,68575,0,1,40
8331,68575,0,0,40
8333,68571,0,0,37
8334,68573,0,0,37
8336,68571,0,0,37
8337,68573,0,0,37
8339,68561,0,1,36
8340,68571,0,0,37
8342,68561,0,1,36
8343,68571,0,0,37
8345,68561,0,1,36
8346,68561,0,0,36
8348,68561,0,1,36
8349,68561,0,0,36
8363,68561,1,0,99
8365,68562,0,0,36
8367,68562,0,0,36
8375,68562,1,0,99
8377,68563,0,0,36
8379,68563,0,0,36
8387,68563,1,0,99
8389,68564,0,0,36
8391,68564,0,0,36
8399,68564,1,0,99
8401,68565,0,0,36
8403,68565,0,0,36
8411,68565,1,0,99
8413,68566,0,0,36
8415,68566,0,0,36
8423,68566,1,0,99
8425,68567,0,0,36
8427,68567,0,0,36
8435,68567,1,0,99
8437,68568,0,0,36
8439,68568,0,0,36
8447,68568,1,0,99
8449,68569,0,0,36
8451,68569,0,0,36
8459,68569,1,0,99
